id,name,calcium_amount_mg,fat_amount_g,iron_amount_mg,protein_amount_g,calories_amount_kcal,sugar_amount_g,sodium_amount_mg,saturated_fat_amount_g,fiber_amount_g,carbohydrates_amount_g,pct_protein,pct_fat,pct_carbs,flavor,savory,sweet,salty,sour,bitter,fatty,spicy,neutral,texture,soft,tender,juicy,smooth,chewy,crunchy,liquid,creamy,crispy,powdery,flaky,gooey,slimy,moist,crumbly,fluffy,moist,sticky,dry,oily,hard
48052,vital wheat gluten,21.3,0.28,0.78,11.27,55.5,0,4.35,0.04,0.09,2.07,80.72,4.47,14.81,savory,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80200,frog legs,15.3,0.25,1.27,13.94,62.05,0,49.3,0.06,0,0,96.05,3.95,0.00,savory,1,0,0,0,0,0,0,0,tender; juicy,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90480,simple syrup,2.6,0,0.72,0,53.8,14.64,11.6,0,0,14.63,0.00,0.00,100.00,sweet,0,1,0,0,0,0,0,0,sticky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90560,escargot,5.6,0.78,1.96,9.02,50.4,0,39.2,0.2,0,1.12,75.76,14.82,9.42,fatty; savory,1,0,0,0,0,1,0,0,chewy; tender,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93601,hemp protein powder,24.3,3.6,2.7,15,134.1,1.5,0.03,0.36,6.3,7.8,48.54,26.21,25.25, ,0,0,0,0,0,0,0,0,crunchy; chewy; hard,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93602,hemp seeds,41.7,13.5,4.17,11.1,174,0,0,0.9,0.9,2.1,25.47,69.71,4.82,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93603,bee pollen,0,0.43,0,1.29,17.25,2.1,5,0.1,0.61,2.12,29.47,22.10,48.43,sweet; bitter,0,1,0,0,1,0,0,0,crunchy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93604,curry leaves,24.9,0.03,0.03,0.18,3.24,0,0,0,0.19,0.56,22.55,8.32,69.13,savory; spicy,1,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93606,alfredo sauce,0,9.84,0,1.92,108,0.96,403.26,4.92,0,1.98,7.37,85.02,7.61,savory; salty; fatty,1,0,1,0,0,1,0,0,creamy; smooth,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93607,almond milk,288,2.88,0,1.2,33.6,0.24,312,0,0.72,0.96,13.89,75.00,11.11,sweet,0,1,0,0,0,0,0,0,smooth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93608,vegan sour cream,0,5.1,0,0.99,84.9,2.01,150,2.1,0,9,4.61,53.46,41.93,sour; salty,0,0,1,1,0,0,0,0,creamy; smooth,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93610,pizza dough,0,2.63,2.3,6.55,209.1,5.27,614.55,0.65,1.27,40.54,12.34,11.18,76.48,savory,1,0,0,0,0,0,0,0,soft; chewy; gooey,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93611,kefir,300,7.92,0,7.92,150,12,124.8,4.8,0,12,20.99,47.22,31.79,sour,0,0,0,1,0,0,0,0,creamy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93612,demi glace,0,1.35,0.96,8.1,81.6,2.7,600,0,0,8.1,42.11,15.79,42.10,savory; fatty,1,0,0,0,0,1,0,0,smooth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93613,juniper berries,0,0.48,0,0.12,8.76,0,0,0,0,0.99,5.48,49.32,45.20,spicy; bitter; savory,1,0,0,0,1,0,1,0,hard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93614,sea bream,0,4.06,0,24.5,140,0,140,0,0,0,72.84,27.16,0.00,savory; salty,1,0,1,0,0,0,0,0,tender; flaky; moist,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
93615,dulse,23.1,0.17,1.8,2.15,26.4,0,160,0,2,4.46,30.75,5.47,63.78,salty; savory,1,0,1,0,0,0,0,0,chewy; soft,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93617,burrata,318,15,0,10.2,150,0,0,8.4,0,0,23.21,76.79,0.00,,0,0,0,0,0,0,0,0,creamy; gooey; soft,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
93621,sorrel,0,0.6,2.04,1.7,20.4,0,3.4,0,0.68,2.04,33.47,26.36,40.17,sour; bitter,0,0,0,1,1,0,0,0,soft; moist,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
93622,vanilla bean,0,0.75,0,0,11.75,0,0,0,0,1.25,0.00,57.45,42.55,sweet,0,1,0,0,0,0,0,0,hard; chewy; moist,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
93623,lettuce leaf,30.6,0,0.76,0.85,12.75,0.85,23.8,0,0.85,2.55,25.00,0.00,75.00,savory,1,0,0,0,0,0,0,0,tender; moist; slimy,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
93624,halloumi,560,13.78,0,12.32,176.4,0.28,672,9.52,0.06,0.45,28.15,70.83,1.02,salty; savory,1,0,1,0,0,0,0,0,chewy; hard; tender,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93625,evaporated cane juice,0,0,0,0,39.96,12,0,0,0,12,0.00,0.00,100.00,sweet,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93626,xanthan gum,0,0,0,0,9.99,0,86.64,0,2.31,2.31,0.00,0.00,100.00,,0,0,0,0,0,0,0,0, smooth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93627,liquid smoke,0,0,0,0,0,0,11.1,0,0,0,0.00,0.00,0.00,savory,1,0,0,0,0,0,0,0,liquid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93628,stevia,0,0,0,0,0,0,0,0,0,1,0.00,0.00,100.00,sweet,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93629,frozen yogurt,104,0.96,0.12,3.06,69.55,12.39,39,0,0.19,12.75,17.01,11.97,71.02,sweet; sour,0,1,0,1,0,0,0,0,creamy; smooth,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93630,fat free ricotta cheese,96,0,0,4.8,48,1.92,63,0,0,4.8,50.00,0.00,50.00,savory,1,0,0,0,0,0,0,0,soft; smooth,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93631,baby artichoke,29.75,0,1.36,3.06,37.91,1.53,106.25,0,4.59,9.1,25.17,0.00,74.83,bitter; savory,1,0,0,0,1,0,0,0,tender; moist,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
93634,vegan cream cheese,19.35,8.7,0.35,1.95,87,0.96,116.1,2.91,1.95,2.91,7.98,80.11,11.91,salty; sour,0,0,1,1,0,0,0,0,creamy; smooth; soft,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93635,gluten free pretzels,0,1.88,0,0,112,0,438.48,0.93,0,23.32,0.00,15.32,84.68,salty,0,0,1,0,0,0,0,0,crunchy; hard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93636,baby bok choy,93.5,0,0.61,0.85,11.05,0.85,55.25,0,0.85,1.7,33.33,0.00,66.67,sweet; savory,1,1,0,0,0,0,0,0,tender; crispy,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93637,candy corn,0,0,0,0,109.8,24.87,80.4,0,0,27.06,0.00,0.00,100.00,sweet,0,1,0,0,0,0,0,0,chewy; soft; hard,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93638,dried mango,21.04,0,1.88,2.12,126,21.04,0,0,2.12,29.48,6.71,0.00,93.29,sweet,0,1,0,0,0,0,0,0,chewy; soft,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93639,dried pineapple,14.28,0,0.51,0.72,99.9,22.86,0,0,0.72,25.71,2.72,0.00,97.28,sweet; sour,0,1,0,1,0,0,0,0,chewy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93640,pickle juice,0,0,0,0,8.55,0,450,0,0,2.14,0.00,0.00,100.00,sour; salty,0,0,1,1,0,0,0,0,liquid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93641,chocolate covered sunflower seeds,29.6,11.88,1.07,4.4,192.4,14.8,0,1.48,1.48,19.2,8.74,53.11,38.15,salty; sweet,0,1,1,0,0,0,0,0,crunchy; hard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93642,gummy worms,0,0,0,6.72,267.75,35.78,33.58,0,0,62.65,9.68,0.00,90.32,sweet,0,1,0,0,0,0,0,0,chewy; gooey,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93643,venison ribs,20,6.8,9.72,65,340,0,584,2.6,0,0,80.95,19.05,0.00,savory; salty,1,0,1,0,0,0,0,0,tender; juicy; fatty,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93644,marshmallow cream,0,0,0,0,40.04,7.99,0,0,0,11.05,0.00,0.00,100.00,sweet,0,1,0,0,0,0,0,0,smooth; creamy; gooey,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
93646,slider buns,17.5,0.9,0.63,1.77,62.5,1.77,0,0,0.9,11.6,11.53,13.15,75.32,sweet; salty,0,1,1,0,0,0,0,0,soft; fluffy; moist,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
93647,pastina,0,1.53,2.75,10.45,300.05,2.97,0,0,2.97,62.9,13.61,4.48,81.91,neutral,0,0,0,0,0,0,0,1,chewy; soft,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93648,annatto,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,neutral,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93649,catalina dressing,0,5.28,0,0,88.2,7.95,370.5,0.87,0,8.82,0.00,57.39,42.61,sweet; sour; salty,0,1,1,1,0,0,0,0,oily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93650,fat free buttermilk,31.2,0,0,9,91.2,12,220.8,0,0,13.01,40.89,0.00,59.11,sour,0,0,0,1,0,0,0,0,liquid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93651,italian cheese,56,7,0,7,89.88,0,53.2,1.12,0,0.98,29.50,66.37,4.13,salty; savory; fatty,1,0,1,0,0,1,0,0,hard; crumbly; oily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
93652,low fat greek yogurt,175.5,3,0,15,114,6,61.5,1.8,0,6,54.05,24.32,21.63,sour,0,0,0,1,0,0,0,0,creamy; smooth,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93655,ciabatta,0,0.42,0,5.1,137.4,0,294,0.24,0.66,28.14,14.92,2.76,82.32,savory,1,0,0,0,0,0,0,0,soft; moist; chewy,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
93656,galangal,0,0,0,0,3.13,0,0,0,0,0.63,0.00,0.00,100.00,spicy; savory,1,0,0,0,0,0,1,0,hard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93657,belacan,40,0.4,0.72,7.6,32,0,352,0,0,0,89.41,10.59,0.00,salty; spicy; savory,1,0,1,0,0,0,1,0,sticky; gooey; smooth,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
93658,ener g egg replacer,375,0,0,0,56.25,0,18.75,0,0,15,0.00,0.00,100.00,,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93659,rambutan,0,0,0,0.15,10.2,1.95,0,0,0.45,2.4,5.88,0.00,94.12,sweet; sour,0,1,0,1,0,0,0,0,soft; juicy; slimy,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93660,quick cooking tapioca,0,0,0,0,26.64,0,0,0,0,6.64,0.00,0.00,100.00,neutral,0,0,0,0,0,0,0,1,chewy; gooey; soft,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93661,mangosteen,7.5,0.3,0.27,0.38,47.25,7.5,5.25,0,3.83,11.7,2.94,5.29,91.77,sweet; sour,0,1,0,1,0,0,0,0,soft; juicy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93662,dragon fruit,0,1.5,1.44,0,60,8,60,0,1,9,0.00,27.27,72.73,sweet,0,1,0,0,0,0,0,0,soft; juicy; crunchy,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93663,garam masala,0,0.5,0,0.75,16,0,2.75,0,0.75,1.75,20.69,31.03,48.28,spicy; savory,1,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93664,weisswurst,0,24.65,0.61,8.93,266.05,0.68,546.55,8.24,0,1.5,13.55,84.18,2.27,savory; fatty,1,0,0,0,0,1,0,0,tender; juicy; soft,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93665,clotted cream,17,19.05,0,0.48,176.1,0.69,0,11.91,0,0.69,1.09,97.34,1.57,sweet; fatty,0,1,0,0,0,1,0,0,creamy; smooth,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93666,cheshire cheese,180.04,8.57,0.06,6.55,108.64,0,196,5.46,0,1.34,24.11,70.94,4.95,salty; savory,1,0,1,0,0,0,0,0,creamy; crumbly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
93668,chicken sausage,0,11.98,0.72,13.01,170,1.02,869.55,2.5,0,3.99,29.58,61.33,9.09,savory; salty; fatty,1,0,1,0,0,1,0,0,tender; juicy; smooth,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93670,italian salad dressing mix,0,0,0,0,11.9,0,523.8,0,0,2.38,0.00,0.00,100.00,salty; savory,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93672,partridge,0,21,23.1,108,633,0,180,0,0,0,69.57,30.43,0.00,savory; fatty,1,0,0,0,0,1,0,0,tender; juicy; soft,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93673,grouse,90,15.9,22.8,93.9,549,0,180,0,0,0,72.41,27.59,0.00,savory; salty ,1,0,1,0,0,0,0,0,creamy; smooth; gooey,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
93674,cinnamon sugar butter,0,6.44,0,0,75.32,4.2,32.2,2.66,0,4.2,0.00,77.53,22.47,sweet; fatty,0,1,0,0,0,1,0,0,creamy; soft; smooth,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93676,quark,0,0.3,0,11.8,68,4,100,0.1,0,4,71.62,4.10,24.28,sour,0,0,0,1,0,0,0,0,creamy; smooth; soft,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93677,cherry juice,19.92,0,1.44,0.98,129.6,24,19.92,0,0,31.99,2.98,0.00,97.02,sweet; sour,0,1,0,1,0,0,0,0,liquid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93678,guava juice,0,0,0,0,60,13.5,5.04,0,1,15,0.00,0.00,100.00,sweet; sour,0,1,0,1,0,0,0,0,smooth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93679,capicola,0,7,0.34,7,79.8,0,589.96,2.49,0,0,30.77,69.23,0.00,salty; spicy; savory; fatty,1,0,1,0,0,1,1,0,tender; moist; chewy,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
93681,jamon iberico,0,5.99,0,7.98,85.12,0,449.96,1.99,0,0,37.18,62.82,0.00,salty; savory; fatty,1,0,1,0,0,1,0,0,chewy; oily,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93682,yuzu juice,3,0,0.01,0.08,3.15,0,0.15,0,0.06,1.05,6.67,0.00,93.33,sour,0,0,0,1,0,0,0,0,liquid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93683,mint jelly,0,0,0,0,59.4,7.8,10,0,0,13.8,0.00,0.00,100.00,sweet,0,1,0,0,0,0,0,0,smooth; gooey; sticky,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
93684,cracked wheat,0,2.25,1.62,5.63,157.5,0,0,0,5.63,32.63,12.99,11.69,75.32,savory,1,0,0,0,0,0,0,0,chewy; hard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93685,jalapeno jelly,0,0,0,0,46.6,10.67,6.6,0,0,12,0.00,0.00,100.00,sweet; spicy; sour,0,1,0,1,0,0,1,0,smooth; gooey,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93686,dried blueberries,20,1,0.72,1,140,21,10,0,5,31,2.92,6.57,90.51,sweet; sour,0,1,0,1,0,0,0,0,chewy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93687,nabulsi,140,7.47,0.34,4.67,84,0,373.24,5.6,0,0,21.74,78.26,0.00,salty,0,0,1,0,0,0,0,0,soft; chewy; smooth,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93688,mango pulp,6,0.24,7.56,0.3,58.2,12.6,13.8,0,0.36,13.8,2.05,3.69,94.26,sweet; sour,0,1,0,1,0,0,0,0,smooth; sticky,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93689,gravlax,0,7.84,0,12.32,123.2,1.12,436.8,1.68,0,1.12,39.64,56.76,3.60,salty; fatty; savory,1,0,1,0,0,1,0,0,tender; smooth; moist,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
93691,sorbet,0,0.32,0,1.24,80.6,12.35,43.55,0,1.24,17.35,6.39,3.78,89.83,sweet; sour,0,1,0,1,0,0,0,0,smooth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93692,lingonberry jam,2,0.04,0.05,0.04,31,5.2,4,0,0.5,7.8,0.50,1.13,98.37,sweet; sour,0,1,0,1,0,0,0,0,gooey; sticky,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
93693,ackee,70.55,15.96,4.69,7.48,128.35,0,204,0,2.97,8.12,14.52,69.72,15.76,fatty; savory,1,0,0,0,0,1,0,0,tender; soft; creamy,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93694,gluten free breadcrumbs,0,1,0,3,109.8,0.3,0,0,1,22.8,10.70,8.01,81.29,savory,1,0,0,0,0,0,0,0, crumbly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93695,steel cut oats,20,2.8,1.66,6.4,154.4,0,0,0.4,4.4,26.4,16.37,16.11,67.52,savory,1,0,0,0,0,0,0,0,chewy; hard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93696,tapioca starch,0,0,0.1,0,26.64,0,0,0,0,6.96,0.00,0.00,100.00,,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93702,yuzu,4.5,0,0.08,0.22,4.5,0.22,0.22,0,0.45,1.56,12.61,0.00,87.39,sour; bitter,0,0,0,1,1,0,0,0,juicy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93703,sprats,156.8,5.88,0.39,9.41,90.16,0,0,0,0,0,41.56,58.44,0.00,salty; fatty; savory,1,0,1,0,0,1,0,0,tender; crispy; oily; flaky,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
93704,marzipan,17.7,7.95,0.57,3.3,143.1,12,9.9,0.63,0.9,15.12,9.09,49.27,41.64,sweet,0,1,0,0,0,0,0,0,chewy; soft,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93705,potato roll,155.65,1.54,1.87,8.25,134.75,5.17,186.45,0,1.04,24.75,22.62,9.50,67.88,sweet; savory,1,1,0,0,0,0,0,0,soft; fluffy; moist,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
93706,mincemeat,0,0,0,1.38,181.2,40.44,334.8,0,1.38,44.64,3.00,0.00,97.00,sweet; spicy; savory,1,1,0,0,0,0,1,0,gooey; moist; chewy,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
93707,rice protein powder,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93708,canned sprats,235.2,6.44,1.12,13.78,112.56,0,184.24,1.23,0,0,48.74,51.26,0.00,salty; fatty; savory,1,0,1,0,0,1,0,0,soft; flaky; oily,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
93709,fried onions,0,13.61,0,0,175,0,233.24,5.82,0,11.67,0.00,72.41,27.59,savory; salty,1,0,1,0,0,0,0,0,crispy; crunchy,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93710,brazil nuts,39.2,18.2,0.7,4.2,190.4,0,0.84,4.26,1.48,3.86,8.57,83.55,7.88,fatty; savory,1,0,0,0,0,1,0,0,crunchy; hard; oily,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
93712,creme de cacao,0,0,0,0,104.1,8.55,0,0,0,15.9,0.00,0.00,100.00,sweet,0,1,0,0,0,0,0,0,smooth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93713,roast beef,238,2.97,1.78,18.44,102,0,1279.25,1.02,0,0.25,72.64,26.36,1.00,savory; salty,1,0,1,0,0,0,0,0,tender; juicy; moist,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
93715,coffee beans,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,bitter ,0,0,0,0,1,0,0,0,hard; crunchy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93717,kelp flakes,34,0.03,0.17,0.4,12.5,0,155,0.01,0.26,2.75,12.30,2.10,85.60,savory; salty,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93719,wasabi peas,0,2.8,7.41,3.73,112,1.87,224,0.93,0,17.73,13.44,22.69,63.87,spicy; savory,1,0,0,0,0,0,1,0,crunchy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93720,framboise lambic,0,0,0,0,191.7,0,0,0,0,35.5,0.00,0.00,100.00,sweet; sour,0,1,0,1,0,0,0,0,liquid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93721,ready to serve asian fried rice,22.4,2.24,0.42,5.6,246.4,2.24,649.6,0.56,2.24,50.4,9.17,8.26,82.57,savory; salty; sweet,1,1,1,0,0,0,0,0,moist; soft; tender,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
93722,lavash bread,0,0.38,1.46,3.18,94.8,0.39,142.2,0,0.81,18.96,13.83,3.70,82.47,,0,0,0,0,0,0,0,0,crispy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93723,naan,53.97,6.72,0,6.72,256.7,2.72,580.55,1.36,1.36,40.46,10.78,24.26,64.96,savory;   sweet,1,1,0,0,0,0,0,0,soft; chewy; moist,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
93724,dried spinach tortellini,120.7,6.8,1.09,6.8,195.5,0.85,263.5,2.13,4.25,27.2,13.79,31.03,55.18,savory,1,0,0,0,0,0,0,0,chewy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93726,dried tortellini,121.55,12.15,1.11,12.15,349.35,3.06,759.05,3.83,4.59,48.53,13.81,31.06,55.13,savory,1,0,0,0,0,0,0,0,chewy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93728,wheat thins,18,4.8,0.7,1.92,133.8,3.81,219.6,0.96,1.92,21,5.69,32.03,62.28,savory; salty,1,0,1,0,0,0,0,0,crispy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93729,ponzu sauce,0,0,0,0,4.95,0,340.05,0,0,1,0.00,0.00,100.00,sour; salty; savory,1,0,1,1,0,0,0,0,liquid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93730,brioche,31.41,12.6,0.55,6.27,235.95,0,251.35,7.09,0,25.14,10.49,47.43,42.08,sweet; fatty,0,1,0,0,0,1,0,0,soft; moist; fluffy,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
93731,cinnamon schnapps,0,0,0,0,110.1,11.68,0,0,0,11.78,0.00,0.00,100.00,sweet; spicy,0,1,0,0,0,0,1,0,liquid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93732,crepes,31.5,3.15,0.57,3.15,161.55,12.6,250.2,1.58,0,28.53,8.13,18.28,73.59,sweet,0,1,0,0,0,0,0,0,soft; tender; moist,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
93733, ranch dressing mix,0,0,0,0,13.9,0,375,0,0,2.78,0.00,0.00,100.00,salty; savory,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93734,empanada dough,0,1.88,1.08,2.25,82.5,0,135,0.38,0.75,15,10.48,19.65,69.87,,0,0,0,0,0,0,0,0,flaky; crumbly,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
93735,imitation crab,0,0,0,4.68,84.15,2.81,477.7,0,0.94,14.96,23.81,0.00,76.19,savory; salty,1,0,1,0,0,0,0,0,tender; soft; flaky,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
